League,Season,Team,Financial_Rank,Points,League_Position,Fitted_Points,Residual_Points,Abs_Residual_Points,Rank_Points_Residual,Residual_Position,Rank_Position_Residual
La Liga,2015-2016,Real Betis,15,45,10,37.94712995129385,7.052870048706147,7.052870048706147,448,-4.320423381800978,172
Premier League,2018-2019,Newcastle United,15,45,13,37.94712995129385,7.052870048706147,7.052870048706147,449,-1.3204233818009783,610
Premier League,2020-2021,Manchester United,4,74,2,66.95897807717701,7.041021922822992,7.041021922822992,450,-3.0169887043094485,335
Serie A,2024-2025,Atalanta,4,74,3,66.95897807717701,7.041021922822992,7.041021922822992,451,-2.0169887043094485,484
Premier League,2019-2020,Crystal Palace,17,43,14,35.96924235328262,7.030757646717383,7.030757646717383,452,-1.4854640901460279,596
Serie A,2015-2016,Hellas Verona,19,28,20,35.00581441047815,-7.005814410478152,7.005814410478152,453,3.511493007472211,267
Bundesliga,2022-2023,VfL Wolfsburg,7,49,8,56.00327689540669,-7.003276895406692,7.003276895406692,454,-0.04028248878790919,943
La Liga,2017-2018,Real Sociedad,7,49,12,56.00327689540669,-7.003276895406692,7.003276895406692,455,3.959717511212091,235
Premier League,2017-2018,Everton,7,49,8,56.00327689540669,-7.003276895406692,7.003276895406692,456,-0.04028248878790919,946
Premier League,2019-2020,Everton,7,49,12,56.00327689540669,-7.003276895406692,7.003276895406692,457,3.959717511212091,237
Serie A,2019-2020,Fiorentina,7,49,10,56.00327689540669,-7.003276895406692,7.003276895406692,458,1.9597175112120908,520
La Liga,2016-2017,Athletic Club,7,63,7,56.00327689540669,6.996723104593308,6.996723104593308,459,-1.0402824887879092,667
Serie A,2023-2024,AS Roma,7,63,6,56.00327689540669,6.996723104593308,6.996723104593308,460,-2.040282488787909,470
La Liga,2021-2022,Rayo Vallecano,19,42,12,35.00581441047815,6.994185589521848,6.994185589521848,461,-4.488506992527789,161
Ligue 1,2023-2024,Metz,17,29,16,35.96924235328262,-6.969242353282617,6.969242353282617,462,0.5145359098539721,844
Bundesliga,2020-2021,TSG Hoffenheim,9,43,11,49.96755067656831,-6.967550676568308,6.967550676568308,463,1.1466855790138926,627
Serie A,2018-2019,Sassuolo,9,43,11,49.96755067656831,-6.967550676568308,6.967550676568308,464,1.1466855790138926,630
Bundesliga,2015-2016,Bayer Leverkusen,4,60,3,66.95897807717701,-6.958978077177008,6.958978077177008,465,-2.0169887043094485,476
Ligue 1,2024-2025,Lille,4,60,5,66.95897807717701,-6.958978077177008,6.958978077177008,466,-0.016988704309448543,962
Bundesliga,2020-2021,Werder Bremen,15,31,17,37.94712995129385,-6.947129951293853,6.947129951293853,467,2.6795766181990217,377
Serie A,2022-2023,Hellas Verona,15,31,18,37.94712995129385,-6.947129951293853,6.947129951293853,468,3.6795766181990217,254
La Liga,2021-2022,Sevilla,5,70,4,63.05346276945188,6.946537230548117,6.946537230548117,469,-2.065252750626424,463
Serie A,2019-2020,AS Roma,5,70,5,63.05346276945188,6.946537230548117,6.946537230548117,470,-1.0652527506264242,666
Ligue 1,2017-2018,Lille,11,38,17,44.9462841129367,-6.946284112936702,6.946284112936702,471,5.495651452778981,93
Ligue 1,2018-2019,Toulouse,11,38,16,44.9462841129367,-6.946284112936702,6.946284112936702,472,4.495651452778981,157
Ligue 1,2019-2020,Strasbourg,11,38,10,44.9462841129367,-6.946284112936702,6.946284112936702,473,-1.504348547221019,588
Bundesliga,2022-2023,FC Augsburg,13,34,15,40.93947720451189,-6.939477204511888,6.939477204511888,474,2.00661513250736,492
La Liga,2016-2017,Atlético Madrid,3,78,3,71.11810829870385,6.881891701296155,6.881891701296155,475,-0.9282252065016512,739
Ligue 1,2017-2018,Lyon,3,78,3,71.11810829870385,6.881891701296155,6.881891701296155,476,-0.9282252065016512,745
Ligue 1,2020-2021,AS Monaco,3,78,3,71.11810829870385,6.881891701296155,6.881891701296155,477,-0.9282252065016512,746
Bundesliga,2021-2022,TSG Hoffenheim,8,46,9,52.858606329086655,-6.858606329086655,6.858606329086655,478,0.032951819367580626,952
La Liga,2024-2025,Valencia,8,46,12,52.858606329086655,-6.858606329086655,6.858606329086655,479,3.0329518193675806,331
Ligue 1,2016-2017,Lille,8,46,11,52.858606329086655,-6.858606329086655,6.858606329086655,480,2.0329518193675806,473
Ligue 1,2020-2021,Saint-Étienne,8,46,11,52.858606329086655,-6.858606329086655,6.858606329086655,481,2.0329518193675806,474
Bundesliga,2019-2020,Fortuna Düsseldorf,16,30,17,36.831378695387386,-6.831378695387386,6.831378695387386,482,2.0768065382810867,433
Ligue 1,2024-2025,Nantes,12,36,13,42.81607320182344,-6.816073201823443,6.816073201823443,483,0.7308835668977594,787
Serie A,2016-2017,Genoa,12,36,16,42.81607320182344,-6.816073201823443,6.816073201823443,484,3.7308835668977594,243
La Liga,2018-2019,Barcelona,1,87,1,80.1972134831626,6.802786516837401,6.802786516837401,485,-0.6291998564135926,817
Ligue 1,2016-2017,Paris Saint-Germain,1,87,2,80.1972134831626,6.802786516837401,6.802786516837401,486,0.37080014358640745,867
La Liga,2023-2024,Alavés,14,46,10,39.31649612100202,6.683503878997982,6.683503878997982,487,-3.6771538503922194,255
Ligue 1,2016-2017,Angers,14,46,12,39.31649612100202,6.683503878997982,6.683503878997982,488,-1.6771538503922194,576
La Liga,2019-2020,Getafe,10,54,8,47.33010993785166,6.66989006214834,6.66989006214834,489,-2.6990812098489734,376
Serie A,2017-2018,Torino,10,54,9,47.33010993785166,6.66989006214834,6.66989006214834,490,-1.6990812098489734,570
Ligue 1,2020-2021,Lorient,18,42,16,35.360720924979546,6.639279075020454,6.639279075020454,491,-0.007235267082318586,968
Bundesliga,2019-2020,Borussia Dortmund,2,69,2,75.53085343403237,-6.530853434032366,6.530853434032366,492,-0.7989622572030326,763
Bundesliga,2021-2022,Borussia Dortmund,2,69,2,75.53085343403237,-6.530853434032366,6.530853434032366,493,-0.7989622572030326,764
Bundesliga,2024-2025,Bayer Leverkusen,2,69,2,75.53085343403237,-6.530853434032366,6.530853434032366,494,-0.7989622572030326,766
Premier League,2020-2021,Liverpool,2,69,3,75.53085343403237,-6.530853434032366,6.530853434032366,495,0.2010377427969674,903
Premier League,2024-2025,Chelsea,2,69,4,75.53085343403237,-6.530853434032366,6.530853434032366,496,1.2010377427969674,624
Serie A,2019-2020,Internazionale,2,82,2,75.53085343403237,6.469146565967634,6.469146565967634,497,-0.7989622572030326,781
Ligue 1,2023-2024,Lyon,6,53,6,59.40156237552844,-6.401562375528442,6.401562375528442,498,-1.0730173454525769,643
La Liga,2024-2025,Girona,10,41,16,47.33010993785166,-6.33010993785166,6.33010993785166,499,5.300918790151027,101
Ligue 1,2023-2024,Montpellier,10,41,12,47.33010993785166,-6.33010993785166,6.33010993785166,500,1.3009187901510266,612
Premier League,2016-2017,Crystal Palace,10,41,14,47.33010993785166,-6.33010993785166,6.33010993785166,501,3.3009187901510266,288
Premier League,2022-2023,Wolverhampton Wanderers,10,41,13,47.33010993785166,-6.33010993785166,6.33010993785166,502,2.3009187901510266,425
Bundesliga,2020-2021,FC Cologne,14,33,16,39.31649612100202,-6.316496121002018,6.316496121002018,503,2.3228461496077806,415
Ligue 1,2023-2024,Nantes,14,33,14,39.31649612100202,-6.316496121002018,6.316496121002018,504,0.3228461496077806,875
Premier League,2017-2018,Stoke City,14,33,19,39.31649612100202,-6.316496121002018,6.316496121002018,505,5.322846149607781,98
Premier League,2023-2024,Crystal Palace,12,49,10,42.81607320182344,6.183926798176557,6.183926798176557,506,-2.2691164331022406,429
Ligue 1,2016-2017,Metz,16,43,14,36.831378695387386,6.168621304612614,6.168621304612614,507,-0.9231934617189133,755
Bundesliga,2022-2023,SC Freiburg,8,59,5,52.858606329086655,6.141393670913345,6.141393670913345,508,-3.9670481806324194,226
Serie A,2018-2019,Lazio,8,59,8,52.858606329086655,6.141393670913345,6.141393670913345,509,-0.9670481806324194,718
Bundesliga,2020-2021,RB Leipzig,3,65,2,71.11810829870385,-6.118108298703845,6.118108298703845,510,-1.9282252065016512,528
Bundesliga,2023-2024,RB Leipzig,3,65,4,71.11810829870385,-6.118108298703845,6.118108298703845,511,0.07177479349834881,921
Ligue 1,2015-2016,Lyon,3,65,2,71.11810829870385,-6.118108298703845,6.118108298703845,512,-1.9282252065016512,530
Ligue 1,2022-2023,AS Monaco,3,65,6,71.11810829870385,-6.118108298703845,6.118108298703845,513,2.071774793498349,452
Ligue 1,2024-2025,Marseille,3,65,2,71.11810829870385,-6.118108298703845,6.118108298703845,514,-1.9282252065016512,531
La Liga,2021-2022,Osasuna,13,47,10,40.93947720451189,6.060522795488112,6.060522795488112,515,-2.99338486749264,340
Premier League,2015-2016,Swansea City,13,47,12,40.93947720451189,6.060522795488112,6.060522795488112,516,-0.9933848674926402,702
Serie A,2021-2022,Udinese,13,47,12,40.93947720451189,6.060522795488112,6.060522795488112,517,-0.9933848674926402,704
Ligue 1,2024-2025,Lyon,5,57,6,63.05346276945188,-6.053462769451883,6.053462769451883,518,-0.06525275062642422,937
Serie A,2015-2016,AC Milan,5,57,7,63.05346276945188,-6.053462769451883,6.053462769451883,519,0.9347472493735758,729
La Liga,2018-2019,Levante,15,44,15,37.94712995129385,6.052870048706147,6.052870048706147,520,0.6795766181990217,794
Ligue 1,2022-2023,Brest,15,44,14,37.94712995129385,6.052870048706147,6.052870048706147,521,-0.3204233818009783,882
Serie A,2018-2019,Bologna,15,44,10,37.94712995129385,6.052870048706147,6.052870048706147,522,-4.320423381800978,176
La Liga,2017-2018,Valencia,4,73,4,66.95897807717701,6.041021922822992,6.041021922822992,523,-1.0169887043094485,677
Bundesliga,2021-2022,VfL Bochum,17,42,13,35.96924235328262,6.030757646717383,6.030757646717383,524,-2.485464090146028,410
La Liga,2021-2022,Elche,17,42,13,35.96924235328262,6.030757646717383,6.030757646717383,525,-2.485464090146028,411
Serie A,2018-2019,SPAL,17,42,13,35.96924235328262,6.030757646717383,6.030757646717383,526,-2.485464090146028,413
Serie A,2020-2021,Genoa,17,42,11,35.96924235328262,6.030757646717383,6.030757646717383,527,-4.485464090146028,167
Serie A,2024-2025,Venezia,19,29,19,35.00581441047815,-6.005814410478152,6.005814410478152,528,2.511493007472211,404
La Liga,2018-2019,Real Betis,7,50,10,56.00327689540669,-6.003276895406692,6.003276895406692,529,1.9597175112120908,518
Ligue 1,2015-2016,Bordeaux,7,50,11,56.00327689540669,-6.003276895406692,6.003276895406692,530,2.959717511212091,355
Ligue 1,2016-2017,Saint-Étienne,7,50,8,56.00327689540669,-6.003276895406692,6.003276895406692,531,-0.04028248878790919,945
Ligue 1,2019-2020,Stade Rennais,7,50,3,56.00327689540669,-6.003276895406692,6.003276895406692,532,-5.040282488787909,116
Serie A,2021-2022,Fiorentina,7,62,7,56.00327689540669,5.996723104593308,5.996723104593308,533,-1.0402824887879092,669
La Liga,2018-2019,Real Valladolid,19,41,16,35.00581441047815,5.994185589521848,5.994185589521848,534,-0.48850699252778895,858
La Liga,2018-2019,Valencia,4,61,4,66.95897807717701,-5.958978077177008,5.958978077177008,535,-1.0169887043094485,678
Premier League,2016-2017,Manchester United,5,69,6,63.05346276945188,5.946537230548117,5.946537230548117,536,-0.06525275062642422,938
Serie A,2023-2024,Atalanta,5,69,4,63.05346276945188,5.946537230548117,5.946537230548117,537,-2.065252750626424,466
Bundesliga,2020-2021,Mainz,11,39,12,44.9462841129367,-5.946284112936702,5.946284112936702,538,0.49565145277898104,852
La Liga,2015-2016,Granada,11,39,16,44.9462841129367,-5.946284112936702,5.946284112936702,539,4.495651452778981,156
Premier League,2018-2019,Southampton,11,39,16,44.9462841129367,-5.946284112936702,5.946284112936702,540,4.495651452778981,158
Serie A,2015-2016,Udinese,11,39,17,44.9462841129367,-5.946284112936702,5.946284112936702,541,5.495651452778981,94
Premier League,2019-2020,Aston Villa,13,35,17,40.93947720451189,-5.939477204511888,5.939477204511888,542,4.00661513250736,210
La Liga,2022-2023,Atlético Madrid,3,77,3,71.11810829870385,5.881891701296155,5.881891701296155,543,-0.9282252065016512,743
Premier League,2017-2018,Leicester City,8,47,9,52.858606329086655,-5.858606329086655,5.858606329086655,544,0.032951819367580626,955
Ligue 1,2021-2022,Metz,16,31,19,36.831378695387386,-5.831378695387386,5.831378695387386,545,4.076806538281087,189
Premier League,2017-2018,West Bromwich Albion,16,31,20,36.831378695387386,-5.831378695387386,5.831378695387386,546,5.076806538281087,111
Serie A,2023-2024,Udinese,12,37,15,42.81607320182344,-5.816073201823443,5.816073201823443,547,2.7308835668977594,374
La Liga,2021-2022,Real Madrid,1,86,1,80.1972134831626,5.802786516837401,5.802786516837401,548,-0.6291998564135926,818
Ligue 1,2021-2022,Paris Saint-Germain,1,86,1,80.1972134831626,5.802786516837401,5.802786516837401,549,-0.6291998564135926,824
Premier League,2020-2021,Manchester City,1,86,1,80.1972134831626,5.802786516837401,5.802786516837401,550,-0.6291998564135926,831
Ligue 1,2017-2018,SC Amiens,14,45,13,39.31649612100202,5.683503878997982,5.683503878997982,551,-0.6771538503922194,801
Premier League,2015-2016,Watford,14,45,13,39.31649612100202,5.683503878997982,5.683503878997982,552,-0.6771538503922194,803
Premier League,2020-2021,Newcastle United,14,45,12,39.31649612100202,5.683503878997982,5.683503878997982,553,-1.6771538503922194,577
La Liga,2022-2023,Osasuna,10,53,7,47.33010993785166,5.66989006214834,5.66989006214834,554,-3.6990812098489734,246
Premier League,2024-2025,Crystal Palace,10,53,12,47.33010993785166,5.66989006214834,5.66989006214834,555,1.3009187901510266,613
Serie A,2022-2023,Torino,10,53,10,47.33010993785166,5.66989006214834,5.66989006214834,556,-0.6990812098489734,793
Serie A,2018-2019,Parma,18,41,14,35.360720924979546,5.639279075020454,5.639279075020454,557,-2.0072352670823186,490
Premier League,2017-2018,Chelsea,2,70,5,75.53085343403237,-5.530853434032366,5.530853434032366,558,2.2010377427969674,430
Serie A,2024-2025,Juventus,2,70,4,75.53085343403237,-5.530853434032366,5.530853434032366,559,1.2010377427969674,626
Bundesliga,2018-2019,Eintracht Frankfurt,6,54,7,59.40156237552844,-5.401562375528442,5.401562375528442,560,-0.07301734545257688,915
Ligue 1,2019-2020,Dijon FCO,18,30,16,35.360720924979546,-5.360720924979546,5.360720924979546,561,-0.007235267082318586,967
Premier League,2017-2018,West Ham United,10,42,13,47.33010993785166,-5.33010993785166,5.33010993785166,562,2.3009187901510266,424
Bundesliga,2019-2020,SC Freiburg,12,48,8,42.81607320182344,5.183926798176557,5.183926798176557,563,-4.269116433102241,183
Bundesliga,2023-2024,1. FC Heidenheim 1846,16,42,8,36.831378695387386,5.168621304612614,5.168621304612614,564,-6.923193461718913,41
La Liga,2019-2020,Real Valladolid,16,42,13,36.831378695387386,5.168621304612614,5.168621304612614,565,-1.9231934617189133,545
La Liga,2024-2025,Getafe,16,42,13,36.831378695387386,5.168621304612614,5.168621304612614,566,-1.9231934617189133,546
Serie A,2022-2023,Salernitana,16,42,15,36.831378695387386,5.168621304612614,5.168621304612614,567,0.07680653828108674,914
Bundesliga,2018-2019,RB Leipzig,3,66,3,71.11810829870385,-5.118108298703845,5.118108298703845,568,-0.9282252065016512,735
Bundesliga,2019-2020,RB Leipzig,3,66,3,71.11810829870385,-5.118108298703845,5.118108298703845,569,-0.9282252065016512,736
Bundesliga,2022-2023,RB Leipzig,3,66,3,71.11810829870385,-5.118108298703845,5.118108298703845,570,-0.9282252065016512,737
La Liga,2024-2025,Leganés,20,40,18,34.90452280977847,5.09547719022153,5.09547719022153,571,1.070720733517561,648
Premier League,2016-2017,Burnley,20,40,16,34.90452280977847,5.09547719022153,5.09547719022153,572,-0.929279266482439,732
Premier League,2023-2024,Wolverhampton Wanderers,13,46,14,40.93947720451189,5.060522795488112,5.060522795488112,573,1.0066151325073598,699
Ligue 1,2022-2023,Montpellier,11,50,12,44.9462841129367,5.053715887063298,5.053715887063298,574,0.49565145277898104,854
La Liga,2017-2018,Sevilla,5,58,7,63.05346276945188,-5.053462769451883,5.053462769451883,575,0.9347472493735758,727
Ligue 1,2015-2016,Saint-Étienne,5,58,6,63.05346276945188,-5.053462769451883,5.053462769451883,576,-0.06525275062642422,935
Ligue 1,2020-2021,Stade Rennais,5,58,6,63.05346276945188,-5.053462769451883,5.053462769451883,577,-0.06525275062642422,936
Premier League,2024-2025,West Ham United,15,43,14,37.94712995129385,5.052870048706147,5.052870048706147,578,-0.3204233818009783,883
La Liga,2016-2017,Sevilla,4,72,4,66.95897807717701,5.041021922822992,5.041021922822992,579,-1.0169887043094485,676
Bundesliga,2021-2022,SC Freiburg,9,55,6,49.96755067656831,5.032449323431692,5.032449323431692,580,-3.8533144209861074,240
La Liga,2021-2022,Athletic Club,9,55,8,49.96755067656831,5.032449323431692,5.032449323431692,581,-1.8533144209861074,551
Ligue 1,2017-2018,Saint-Étienne,9,55,7,49.96755067656831,5.032449323431692,5.032449323431692,582,-2.8533144209861074,367
Ligue 1,2022-2023,Lorient,9,55,10,49.96755067656831,5.032449323431692,5.032449323431692,583,0.14668557901389256,908
Bundesliga,2019-2020,1. FC Union Berlin,17,41,11,35.96924235328262,5.030757646717383,5.030757646717383,584,-4.485464090146028,164
Ligue 1,2021-2022,Angers,17,41,14,35.96924235328262,5.030757646717383,5.030757646717383,585,-1.4854640901460279,595
Bundesliga,2020-2021,VfL Wolfsburg,7,61,4,56.00327689540669,4.996723104593308,4.996723104593308,586,-4.040282488787909,200
Premier League,2016-2017,Everton,7,61,7,56.00327689540669,4.996723104593308,4.996723104593308,587,-1.0402824887879092,668
Serie A,2017-2018,Chievo Verona,19,40,13,35.00581441047815,4.994185589521848,4.994185589521848,588,-3.488506992527789,276
Bundesliga,2022-2023,Schalke 04,17,31,17,35.96924235328262,-4.969242353282617,4.969242353282617,589,1.5145359098539721,582
Premier League,2022-2023,Leeds United,17,31,19,35.96924235328262,-4.969242353282617,4.969242353282617,590,3.514535909853972,260
Serie A,2022-2023,Spezia,17,31,17,35.96924235328262,-4.969242353282617,4.969242353282617,591,1.5145359098539721,584
Serie A,2024-2025,Empoli,17,31,18,35.96924235328262,-4.969242353282617,4.969242353282617,592,2.514535909853972,394
Bundesliga,2019-2020,Eintracht Frankfurt,9,45,9,49.96755067656831,-4.967550676568308,4.967550676568308,593,-0.8533144209861074,758
La Liga,2016-2017,Celta Vigo,9,45,13,49.96755067656831,-4.967550676568308,4.967550676568308,594,3.1466855790138926,298
Premier League,2020-2021,Wolverhampton Wanderers,9,45,13,49.96755067656831,-4.967550676568308,4.967550676568308,595,3.1466855790138926,302
Serie A,2022-2023,Sassuolo,9,45,13,49.96755067656831,-4.967550676568308,4.967550676568308,596,3.1466855790138926,303
Ligue 1,2022-2023,Lyon,4,62,7,66.95897807717701,-4.958978077177008,4.958978077177008,597,1.9830112956905515,511
Serie A,2016-2017,Internazionale,4,62,7,66.95897807717701,-4.958978077177008,4.958978077177008,598,1.9830112956905515,512
Serie A,2022-2023,Juventus,4,62,7,66.95897807717701,-4.958978077177008,4.958978077177008,599,1.9830112956905515,513
Serie A,2019-2020,Torino,11,40,16,44.9462841129367,-4.946284112936702,4.946284112936702,600,4.495651452778981,159
Bundesliga,2017-2018,SC Freiburg,13,36,15,40.93947720451189,-4.939477204511888,4.939477204511888,601,2.00661513250736,491
La Liga,2019-2020,Leganés,13,36,18,40.93947720451189,-4.939477204511888,4.939477204511888,602,5.00661513250736,121
Ligue 1,2022-2023,Nantes,13,36,16,40.93947720451189,-4.939477204511888,4.939477204511888,603,3.00661513250736,337
La Liga,2024-2025,Atlético Madrid,3,76,3,71.11810829870385,4.881891701296155,4.881891701296155,604,-0.9282252065016512,744
La Liga,2015-2016,Real Sociedad,8,48,9,52.858606329086655,-4.858606329086655,4.858606329086655,605,0.032951819367580626,953
Bundesliga,2024-2025,St. Pauli,16,32,14,36.831378695387386,-4.831378695387386,4.831378695387386,606,-0.9231934617189133,754
Ligue 1,2023-2024,Le Havre AC,16,32,15,36.831378695387386,-4.831378695387386,4.831378695387386,607,0.07680653828108674,911
Serie A,2016-2017,Empoli,16,32,18,36.831378695387386,-4.831378695387386,4.831378695387386,608,3.0768065382810867,306
Bundesliga,2015-2016,FC Augsburg,12,38,12,42.81607320182344,-4.816073201823443,4.816073201823443,609,-0.26911643310224065,888
Ligue 1,2022-2023,Paris Saint-Germain,1,85,1,80.1972134831626,4.802786516837401,4.802786516837401,610,-0.6291998564135926,825
La Liga,2020-2021,Osasuna,14,44,11,39.31649612100202,4.683503878997982,4.683503878997982,611,-2.6771538503922194,384
Ligue 1,2017-2018,Nantes,10,52,9,47.33010993785166,4.66989006214834,4.66989006214834,612,-1.6990812098489734,569
La Liga,2022-2023,Real Valladolid,18,40,18,35.360720924979546,4.639279075020454,4.639279075020454,613,1.9927647329176814,508
La Liga,2023-2024,Mallorca,18,40,15,35.360720924979546,4.639279075020454,4.639279075020454,614,-1.0072352670823186,690
Premier League,2017-2018,Brighton & Hove Albion,18,40,15,35.360720924979546,4.639279075020454,4.639279075020454,615,-1.0072352670823186,693
Serie A,2015-2016,Fiorentina,6,64,5,59.40156237552844,4.598437624471558,4.598437624471558,616,-2.073017345452577,445
Serie A,2017-2018,AC Milan,6,64,6,59.40156237552844,4.598437624471558,4.598437624471558,617,-1.0730173454525769,645
Serie A,2022-2023,Atalanta,6,64,5,59.40156237552844,4.598437624471558,4.598437624471558,618,-2.073017345452577,447
Bundesliga,2022-2023,Borussia Dortmund,2,71,2,75.53085343403237,-4.530853434032366,4.530853434032366,619,-0.7989622572030326,765
Ligue 1,2017-2018,AS Monaco,2,80,2,75.53085343403237,4.469146565967634,4.469146565967634,620,-0.7989622572030326,773
Serie A,2015-2016,AS Roma,2,80,3,75.53085343403237,4.469146565967634,4.469146565967634,621,0.2010377427969674,904
Bundesliga,2015-2016,Borussia Mönchengladbach,6,55,4,59.40156237552844,-4.401562375528442,4.401562375528442,622,-3.073017345452577,309
Bundesliga,2017-2018,TSG Hoffenheim,6,55,3,59.40156237552844,-4.401562375528442,4.401562375528442,623,-4.073017345452577,192
Ligue 1,2017-2018,Bordeaux,6,55,6,59.40156237552844,-4.401562375528442,4.401562375528442,624,-1.0730173454525769,642
Bundesliga,2017-2018,Hamburg SV,18,31,17,35.360720924979546,-4.360720924979546,4.360720924979546,625,0.9927647329176814,706
La Liga,2020-2021,Real Valladolid,18,31,19,35.360720924979546,-4.360720924979546,4.360720924979546,626,2.9927647329176814,342
Bundesliga,2017-2018,Hertha Berlin,10,43,10,47.33010993785166,-4.33010993785166,4.33010993785166,627,-0.6990812098489734,790
Bundesliga,2018-2019,Hertha Berlin,10,43,11,47.33010993785166,-4.33010993785166,4.33010993785166,628,0.3009187901510266,884
Ligue 1,2021-2022,Montpellier,10,43,13,47.33010993785166,-4.33010993785166,4.33010993785166,629,2.3009187901510266,423
Ligue 1,2023-2024,Paris Saint-Germain,1,76,1,80.1972134831626,-4.197213483162599,4.197213483162599,630,-0.6291998564135926,826
Ligue 1,2023-2024,Stade de Reims,12,47,9,42.81607320182344,4.183926798176557,4.183926798176557,631,-3.2691164331022406,293
Ligue 1,2020-2021,Brest,16,41,17,36.831378695387386,4.168621304612614,4.168621304612614,632,2.0768065382810867,436
Serie A,2021-2022,Empoli,16,41,14,36.831378695387386,4.168621304612614,4.168621304612614,633,-0.9231934617189133,756
Ligue 1,2016-2017,Lyon,3,67,4,71.11810829870385,-4.118108298703845,4.118108298703845,634,0.07177479349834881,922
Premier League,2020-2021,Chelsea,3,67,4,71.11810829870385,-4.118108298703845,4.118108298703845,635,0.07177479349834881,924
Premier League,2020-2021,Burnley,20,39,17,34.90452280977847,4.09547719022153,4.09547719022153,636,0.07072073351756103,930
Premier League,2022-2023,AFC Bournemouth,20,39,15,34.90452280977847,4.09547719022153,4.09547719022153,637,-1.929279266482439,526
La Liga,2018-2019,Leganés,13,45,13,40.93947720451189,4.060522795488112,4.060522795488112,638,0.006615132507359789,972
Serie A,2015-2016,Atalanta,13,45,13,40.93947720451189,4.060522795488112,4.060522795488112,639,0.006615132507359789,973
Serie A,2016-2017,Udinese,13,45,13,40.93947720451189,4.060522795488112,4.060522795488112,640,0.006615132507359789,974
Serie A,2020-2021,Hellas Verona,13,45,10,40.93947720451189,4.060522795488112,4.060522795488112,641,-2.99338486749264,341
Serie A,2023-2024,Monza,13,45,12,40.93947720451189,4.060522795488112,4.060522795488112,642,-0.9933848674926402,705
Bundesliga,2016-2017,Hertha Berlin,11,49,6,44.9462841129367,4.053715887063298,4.053715887063298,643,-5.504348547221019,88
Bundesliga,2017-2018,Eintracht Frankfurt,11,49,8,44.9462841129367,4.053715887063298,4.053715887063298,644,-3.504348547221019,271
La Liga,2017-2018,Espanyol,11,49,11,44.9462841129367,4.053715887063298,4.053715887063298,645,-0.504348547221019,848
La Liga,2022-2023,Girona,11,49,10,44.9462841129367,4.053715887063298,4.053715887063298,646,-1.504348547221019,587
Ligue 1,2015-2016,Montpellier,11,49,12,44.9462841129367,4.053715887063298,4.053715887063298,647,0.49565145277898104,853
Serie A,2023-2024,Genoa,11,49,11,44.9462841129367,4.053715887063298,4.053715887063298,648,-0.504348547221019,851
Serie A,2024-2025,Como,11,49,10,44.9462841129367,4.053715887063298,4.053715887063298,649,-1.504348547221019,591
La Liga,2018-2019,Sevilla,5,59,6,63.05346276945188,-4.053462769451883,4.053462769451883,650,-0.06525275062642422,933
Serie A,2021-2022,Atalanta,5,59,8,63.05346276945188,-4.053462769451883,4.053462769451883,651,1.9347472493735758,525
Bundesliga,2016-2017,Eintracht Frankfurt,15,42,11,37.94712995129385,4.052870048706147,4.052870048706147,652,-3.3204233818009783,282
La Liga,2024-2025,Alavés,15,42,15,37.94712995129385,4.052870048706147,4.052870048706147,653,0.6795766181990217,795
Premier League,2015-2016,Crystal Palace,15,42,15,37.94712995129385,4.052870048706147,4.052870048706147,654,0.6795766181990217,796
La Liga,2022-2023,Real Sociedad,4,71,4,66.95897807717701,4.041021922822992,4.041021922822992,655,-1.0169887043094485,680
Premier League,2018-2019,Tottenham Hotspur,4,71,4,66.95897807717701,4.041021922822992,4.041021922822992,656,-1.0169887043094485,686
Serie A,2023-2024,Juventus,4,71,3,66.95897807717701,4.041021922822992,4.041021922822992,657,-2.0169887043094485,483
Ligue 1,2020-2021,Montpellier,9,54,8,49.96755067656831,4.032449323431692,4.032449323431692,658,-1.8533144209861074,553
Serie A,2017-2018,Sampdoria,9,54,10,49.96755067656831,4.032449323431692,4.032449323431692,659,0.14668557901389256,910
Bundesliga,2015-2016,FC Ingolstadt 04,17,40,11,35.96924235328262,4.030757646717383,4.030757646717383,660,-4.485464090146028,163
Ligue 1,2020-2021,Nantes,17,40,18,35.96924235328262,4.030757646717383,4.030757646717383,661,2.514535909853972,390
Premier League,2018-2019,Burnley,17,40,15,35.96924235328262,4.030757646717383,4.030757646717383,662,-0.48546409014602787,863
La Liga,2016-2017,Sporting Gijón,19,31,18,35.00581441047815,-4.005814410478152,4.005814410478152,663,1.511493007472211,585
Ligue 1,2020-2021,Nice,7,52,9,56.00327689540669,-4.003276895406692,4.003276895406692,664,0.9597175112120908,724
Premier League,2021-2022,Leicester City,7,52,8,56.00327689540669,-4.003276895406692,4.003276895406692,665,-0.04028248878790919,948
La Liga,2022-2023,Real Betis,7,60,6,56.00327689540669,3.9967231045933076,3.9967231045933076,666,-2.040282488787909,467
Serie A,2016-2017,Fiorentina,7,60,8,56.00327689540669,3.9967231045933076,3.9967231045933076,667,-0.04028248878790919,950
Premier League,2015-2016,Sunderland,19,39,17,35.00581441047815,3.994185589521848,3.994185589521848,668,0.511493007472211,847
Bundesliga,2016-2017,FC Ingolstadt 04,17,32,17,35.96924235328262,-3.969242353282617,3.969242353282617,669,1.5145359098539721,580
